Enrollment Month,Plan Type,County,Plan Name, Count of Enrollees ,Count of Enrollees Annotation Code,Count of Enrollees Annotation Description
2017-11,Cal MediConnect,San Diego ,Community Health Group CCI,"5,467",None,None
2017-11,Cal MediConnect,Los Angeles,Health Net Los Angeles CCI,"12,245",None,None
2017-11,Cal MediConnect,San Diego ,Health Net San Diego CCI,"2,140",None,None
2017-11,Cal MediConnect,San Mateo,Hlth Plan of San Mateo CCI,"9,141",None,None
2017-11,Cal MediConnect,Riverside,Inland Emp Hlth Plan/Rvrsd CCI,"12,530",None,None
2017-11,Cal MediConnect,San Bernardino,Inland Emp Hlth Plan/San Beranrdino CCI,"12,189",None,None
2017-11,Cal MediConnect,Los Angeles,LA CARE CCI,"15,297",None,None
2017-11,Cal MediConnect,Los Angeles,Molina Healthcare Los Angeles CCI,"2,654",None,None
2017-11,Cal MediConnect,Riverside,Molina Healthcare Riverside CCI,"2,255",None,None
2017-11,Cal MediConnect,San Bernardino,Molina Healthcare San Bernardino CCI,"2,311",None,None
2017-11,Cal MediConnect,San Diego ,Molina Healthcare San Diego CCI,"4,685",None,None
2017-11,Cal MediConnect,Santa Clara,Santa Clara Family Hlth CCI,"7,173",None,None
2017-11,CCS Demonstration,San Mateo,San Mateo HCP CCS,"1,578",None,None
2017-11,COHS,Orange,CalOPTIMA / Orange,"768,098",None,None
2017-11,COHS,Merced,Central California Alliance for Health Merced,"126,981",None,None
2017-11,COHS,Monterey,Central California Alliance for Health/Monterey,"156,965",None,None
2017-11,COHS,Santa Cruz,Central California Alliance for Health/Santa Cruz,"68,964",None,None
2017-11,COHS,Ventura,Gold Coast Health Plan Ventura,"204,028",None,None
2017-11,COHS,San Mateo,Hlth Plan of San Mateo,"111,112",None,None
2017-11,COHS,Del Norte,Partnership HealthPlan of CA/Del Norte,"11,501",None,None
2017-11,COHS,Humboldt,Partnership HealthPlan of CA/Humboldt,"52,328",None,None
2017-11,COHS,Lake,Partnership HealthPlan of CA/Lake,"30,950",None,None
2017-11,COHS,Lassen,Partnership HealthPlan of CA/Lassen,"7,491",None,None
2017-11,COHS,Marin,Partnership HealthPlan of CA/Marin,"39,516",None,None
2017-11,COHS,Mendocino,Partnership HealthPlan of CA/Mendocino,"38,452",None,None
2017-11,COHS,Modoc,Partnership HealthPlan of CA/Modoc,"3,135",None,None
2017-11,COHS,Shasta,Partnership HealthPlan of CA/Shasta,"59,860",None,None
2017-11,COHS,Siskiyou,Partnership HealthPlan of CA/Siskiyou,"17,496",None,None
2017-11,COHS,Sonoma,Partnership HealthPlan of CA/Sonoma,"112,609",None,None
2017-11,COHS,Trinity,Partnership HealthPlan of CA/Trinity,"4,338",None,None
2017-11,COHS,Yolo,Partnership HealthPlan of CA/Yolo,"54,131",None,None
2017-11,COHS,Napa,Partnership HP of CA/Napa,"28,716",None,None
2017-11,COHS,Solano,Partnership HP of CA/Solano,"110,559",None,None
2017-11,COHS,Santa Barbara,Santa Barbara Hlth Authrty,"125,893",None,None
2017-11,COHS,San Luis Obispo,"Santa Barbara Hlth Authrty, San Luis Obispo","54,304",None,None
2017-11,Dental,Los Angeles,Access Dental Plan/LA,"189,361",None,None
2017-11,Dental,Sacramento,Access Dental Plan/Sacto,"137,419",None,None
2017-11,Dental,Los Angeles,Health Net of California,"198,408",None,None
2017-11,Dental,Sacramento,Health Net of California Dental,"129,016",None,None
2017-11,Dental,Los Angeles,Liberty Dental Plan of CA (LA),"66,591",None,None
2017-11,Dental,Sacramento,Liberty Dental Plan of CA/Sacto,"161,701",None,None
2017-11,Geographic Managed Care,Sacramento,Anthem Blue Cross Partnership Plan/Sac,"181,255",None,None
2017-11,Geographic Managed Care,San Diego ,Care 1st Healthplan (SD),"85,120",None,None
2017-11,Geographic Managed Care,San Diego ,Comm Hlth Grp/San Diego,"282,452",None,None
2017-11,Geographic Managed Care,Sacramento,Health Net/Sac,"113,940",None,None
2017-11,Geographic Managed Care,San Diego ,Health Net/San Diego,"76,660",None,None
2017-11,Geographic Managed Care,Sacramento,Kaiser Foundation/Sac,"84,469",None,None
2017-11,Geographic Managed Care,San Diego ,Kaiser/San Diego,"52,389",None,None
2017-11,Geographic Managed Care,Sacramento,Molina Healthcare of California/Sacramento,"59,522",None,None
2017-11,Geographic Managed Care,San Diego ,Molina Healthcare of California/San Diego,"230,598",None,None
2017-11,Geographic Managed Care,Sacramento,UnitedHealthcare Community Plan of California/Sacto,555,None,None
2017-11,Geographic Managed Care,San Diego ,UnitedHealthcare Community Plan of California/San Diego,377,None,None
2017-11,Imperial Model,Imperial,California Health & Wellness/Imperial,"61,447",None,None
2017-11,Imperial Model,Imperial,Molina Healthcare of California/Imperial,"15,232",None,None
2017-11,PACE,Orange,CalOPTIMA PACE,236,None,None
2017-11,PACE,Fresno,Central Valley Medical Services Corp.,393,None,None
2017-11,PACE,Humboldt,"Humboldt Senior Resources Center, Inc.",135,None,None
2017-11,PACE,Riverside,InnovAge PACE/Riverside,117,None,None
2017-11,PACE,San Bernardino,InnovAge PACE/San Bernardino,333,None,None
2017-11,PACE,Santa Clara,OnLok Lifeways,224,None,None
2017-11,PACE,Alameda,OnLok Senior Hlth dba OnLok Lifeways/Alameda,224,None,None
2017-11,PACE,San Francisco,OnLok Senior Hlth dba OnLok Lifeways/San Fran,993,None,None
2017-11,PACE,San Diego ,San Diego PACE,241,None,None
2017-11,PACE,San Diego ,St. Paul's PACE,694,None,None
2017-11,Primary Care Case Mgmt,Los Angeles,AIDS HlthCare Found/ LA,674,None,None
2017-11,Regional,Alpine,Anthem Blue Cross Partnership Plan/Alpine,136,None,None
2017-11,Regional,Amador,Anthem Blue Cross Partnership Plan/Amador,"5,347",None,None
2017-11,Regional,Butte,Anthem Blue Cross Partnership Plan/Butte,"28,778",None,None
2017-11,Regional,Calaveras,Anthem Blue Cross Partnership Plan/Calaveras,"3,819",None,None
2017-11,Regional,Colusa,Anthem Blue Cross Partnership Plan/Colusa,"4,730",None,None
2017-11,Regional,El Dorado,Anthem Blue Cross Partnership Plan/El Dorado,"8,760",None,None
2017-11,Regional,Glenn,Anthem Blue Cross Partnership Plan/Glenn,"3,685",None,None
2017-11,Regional,Inyo,Anthem Blue Cross Partnership Plan/Inyo,"1,960",None,None
2017-11,Regional,Mariposa,Anthem Blue Cross Partnership Plan/Mariposa,"2,981",None,None
2017-11,Regional,Mono,Anthem Blue Cross Partnership Plan/Mono,"1,623",None,None
2017-11,Regional,Nevada,Anthem Blue Cross Partnership Plan/Nevada,"12,471",None,None
2017-11,Regional,Placer,Anthem Blue Cross Partnership Plan/Placer,"30,389",None,None
2017-11,Regional,Plumas,Anthem Blue Cross Partnership Plan/Plumas,"2,625",None,None
2017-11,Regional,Sierra,Anthem Blue Cross Partnership Plan/Sierra,401,None,None
2017-11,Regional,Sutter,Anthem Blue Cross Partnership Plan/Sutter,"22,115",None,None
2017-11,Regional,Tehama,Anthem Blue Cross Partnership Plan/Tehama,"9,326",None,None
2017-11,Regional,Tuolumne,Anthem Blue Cross Partnership Plan/Tuolumne,"5,067",None,None
2017-11,Regional,Yuba,Anthem Blue Cross Partnership Plan/Yuba,"17,011",None,None
2017-11,Regional,Alpine,California Health & Wellness/Alpine,90,None,None
2017-11,Regional,Amador,California Health & Wellness/Amador,"1,048",None,None
2017-11,Regional,Butte,California Health & Wellness/Butte,"37,481",None,None
2017-11,Regional,Calaveras,California Health & Wellness/Calaveras,"5,635",None,None
2017-11,Regional,Colusa,California Health & Wellness/Colusa,"2,655",None,None
2017-11,Regional,El Dorado,California Health & Wellness/El Dorado,"19,493",None,None
2017-11,Regional,Glenn,California Health & Wellness/Glenn,"6,356",None,None
2017-11,Regional,Inyo,California Health & Wellness/Inyo,"1,903",None,None
2017-11,Regional,Mariposa,California Health & Wellness/Mariposa,846,None,None
2017-11,Regional,Mono,California Health & Wellness/Mono,982,None,None
2017-11,Regional,Nevada,California Health & Wellness/Nevada,"8,345",None,None
2017-11,Regional,Placer,California Health & Wellness/Placer,"9,171",None,None
2017-11,Regional,Plumas,California Health & Wellness/Plumas,"2,410",None,None
2017-11,Regional,Sierra,California Health & Wellness/Sierra,216,None,None
2017-11,Regional,Sutter,California Health & Wellness/Sutter,"9,991",None,None
2017-11,Regional,Tehama,California Health & Wellness/Tehama,"11,221",None,None
2017-11,Regional,Tuolumne,California Health & Wellness/Tuolumne,"5,747",None,None
2017-11,Regional,Yuba,California Health & Wellness/Yuba,"8,813",None,None
2017-11,Regional,Amador,Kaiser/Amador,95,None,None
2017-11,Regional,El Dorado,Kaiser/El Dorado,"1,870",None,None
2017-11,Regional,Placer,Kaiser/Placer,"6,815",None,None
2017-11,San Benito Model,San Benito,Anthem Blue Cross Partnership Plan/San Benito,"8,128",None,None
2017-11,SCAN,Los Angeles,SCAN (Nurs hm cert) / LA,"1,607",None,None
2017-11,SCAN,Riverside,SCAN (Nurs hm cert)/Rvrsd,534,None,None
2017-11,SCAN,San Bernardino,SCAN (Nurs hm cert)/S Ber,337,None,None
2017-11,SCAN,Los Angeles,SCAN Hlth Plan / LA,"7,304",None,None
2017-11,SCAN,Riverside,SCAN Hlth Plan/Rvrsd,"1,997",None,None
2017-11,SCAN,San Bernardino,SCAN Hlth Plan/San Bern,"1,339",None,None
2017-11,Special Project,Los Angeles,AltaMed Hlth Sr. Buena Care/LA,"2,421",None,None
2017-11,Special Project,Los Angeles,Brandman Ctrs for Senior Care,223,None,None
2017-11,Special Project,Contra Costa,Center for Elders Independence,76,None,None
2017-11,Special Project,Alameda,Cntr Elders Indep/Alameda,630,None,None
2017-11,Special Project,San Francisco,Family Mosaic Prj / SF,19,None,None
2017-11,Special Project,Sacramento,Sutter SeniorCare/Sac,282,None,None
2017-11,Two-Plan,Alameda,Alameda Alliance for Hlth,"265,211",None,None
2017-11,Two-Plan,Alameda,Anthem Blue Cross Partnership Plan/Alameda,"64,115",None,None
2017-11,Two-Plan,Contra Costa,Anthem Blue Cross Partnership Plan/CC,"28,400",None,None
2017-11,Two-Plan,Fresno,Anthem Blue Cross Partnership Plan/Fresno,"111,059",None,None
2017-11,Two-Plan,Kings,Anthem Blue Cross Partnership Plan/Kings,"19,798",None,None
2017-11,Two-Plan,Madera,Anthem Blue Cross Partnership Plan/Madera,"19,241",None,None
2017-11,Two-Plan,Santa Clara,Anthem Blue Cross Partnership Plan/SC,"75,327",None,None
2017-11,Two-Plan,San Francisco,Anthem Blue Cross Partnership Plan/SF,"19,584",None,None
2017-11,Two-Plan,Tulare,Anthem Blue Cross Partnership Plan/Tulare,"93,683",None,None
2017-11,Two-Plan,Fresno,CalViva Health Fresno,"300,167",None,None
2017-11,Two-Plan,Kings,CalViva Health Kings,"27,636",None,None
2017-11,Two-Plan,Madera,CalViva Health Madera,"36,614",None,None
2017-11,Two-Plan,Contra Costa,Contra Costa Hlth Plan,"182,996",None,None
2017-11,Two-Plan,Los Angeles,Health Net / LA,"1,017,627",None,None
2017-11,Two-Plan,Kern,Health Net/Kern,"75,365",None,None
2017-11,Two-Plan,San Joaquin,Health Net/San Joaquin,"22,053",None,None
2017-11,Two-Plan,Stanislaus,Health Net/Stanislaus,"74,433",None,None
2017-11,Two-Plan,Tulare,Health Net/Tulare,"115,536",None,None
2017-11,Two-Plan,Stanislaus,Health Plan of San Joaquin,"129,745",None,None
2017-11,Two-Plan,San Joaquin,Hlth Plan of San Joaquin,"220,699",None,None
2017-11,Two-Plan,Riverside,Inland Emp Hlth Plan/Rvrsd,"606,320",None,None
2017-11,Two-Plan,San Bernardino,Inland Emp Hlth Plan/S Ber,"630,608",None,None
2017-11,Two-Plan,Kern,Kern Hlth Systems,"248,959",None,None
2017-11,Two-Plan,Los Angeles,LA CARE,"2,066,374",None,None
2017-11,Two-Plan,Riverside,Molina Healthcare of California/Riverside,"89,056",None,None
2017-11,Two-Plan,San Bernardino,Molina Healthcare of California/San Bernardino,"76,491",None,None
2017-11,Two-Plan,San Francisco,San Francisco Hlth Plan,"134,832",None,None
2017-11,Two-Plan,Santa Clara,Santa Clara Family Hlth,"261,287",None,None
2017-12,Cal MediConnect,Los Angeles,Anthem Blue Cross (Care More) CCI,"3,583",None,None
2017-12,Cal MediConnect,Santa Clara,Anthem Blue Cross Partnership Plan/Santa Clara CCI,"2,823",None,None
2017-12,Cal MediConnect,Orange,CalOPTIMA CCI,"15,017",None,None
2017-12,Cal MediConnect,Los Angeles,Care 1st Health Plan CCI,"3,382",None,None
2017-12,Cal MediConnect,San Diego ,Care 1st Parternship CCI,"2,360",None,None
2017-12,Cal MediConnect,San Diego ,Community Health Group CCI,"5,511",None,None
2017-12,Cal MediConnect,Los Angeles,Health Net Los Angeles CCI,"12,039",None,None
2017-12,Cal MediConnect,San Diego ,Health Net San Diego CCI,"2,116",None,None
2017-12,Cal MediConnect,San Mateo,Hlth Plan of San Mateo CCI,"9,148",None,None
2017-12,Cal MediConnect,Riverside,Inland Emp Hlth Plan/Rvrsd CCI,"12,539",None,None
2017-12,Cal MediConnect,San Bernardino,Inland Emp Hlth Plan/San Beranrdino CCI,"12,172",None,None
2017-12,Cal MediConnect,Los Angeles,LA CARE CCI,"15,273",None,None
2017-12,Cal MediConnect,Los Angeles,Molina Healthcare Los Angeles CCI,"2,657",None,None
2017-12,Cal MediConnect,Riverside,Molina Healthcare Riverside CCI,"2,218",None,None
2017-12,Cal MediConnect,San Bernardino,Molina Healthcare San Bernardino CCI,"2,296",None,None
2017-12,Cal MediConnect,San Diego ,Molina Healthcare San Diego CCI,"4,655",None,None
2017-12,Cal MediConnect,Santa Clara,Santa Clara Family Hlth CCI,"7,176",None,None
2017-12,CCS Demonstration,San Mateo,San Mateo HCP CCS,"1,595",None,None
2017-12,COHS,Orange,CalOPTIMA / Orange,"771,657",None,None
2017-12,COHS,Merced,Central California Alliance for Health Merced,"126,882",None,None
2017-12,COHS,Monterey,Central California Alliance for Health/Monterey,"156,651",None,None
2017-12,COHS,Santa Cruz,Central California Alliance for Health/Santa Cruz,"69,062",None,None
2017-12,COHS,Ventura,Gold Coast Health Plan Ventura,"204,287",None,None
2017-12,COHS,San Mateo,Hlth Plan of San Mateo,"110,898",None,None
2017-12,COHS,Del Norte,Partnership HealthPlan of CA/Del Norte,"11,481",None,None
2017-12,COHS,Humboldt,Partnership HealthPlan of CA/Humboldt,"52,479",None,None
2017-12,COHS,Lake,Partnership HealthPlan of CA/Lake,"31,094",None,None
2017-12,COHS,Lassen,Partnership HealthPlan of CA/Lassen,"7,474",None,None
2017-12,COHS,Marin,Partnership HealthPlan of CA/Marin,"39,426",None,None
2017-12,COHS,Mendocino,Partnership HealthPlan of CA/Mendocino,"38,602",None,None
2017-12,COHS,Modoc,Partnership HealthPlan of CA/Modoc,"3,142",None,None
2017-12,COHS,Shasta,Partnership HealthPlan of CA/Shasta,"59,806",None,None
2017-12,COHS,Siskiyou,Partnership HealthPlan of CA/Siskiyou,"17,510",None,None
2017-12,COHS,Sonoma,Partnership HealthPlan of CA/Sonoma,"112,351",None,None
2017-12,COHS,Trinity,Partnership HealthPlan of CA/Trinity,"4,361",None,None
2017-12,COHS,Yolo,Partnership HealthPlan of CA/Yolo,"54,084",None,None
2017-12,COHS,Napa,Partnership HP of CA/Napa,"28,755",None,None
2017-12,COHS,Solano,Partnership HP of CA/Solano,"111,159",None,None
2017-12,COHS,Santa Barbara,Santa Barbara Hlth Authrty,"126,252",None,None
2017-12,COHS,San Luis Obispo,"Santa Barbara Hlth Authrty, San Luis Obispo","54,502",None,None
2017-12,Dental,Los Angeles,Access Dental Plan/LA,"186,675",None,None
2017-12,Dental,Sacramento,Access Dental Plan/Sacto,"138,127",None,None
2017-12,Dental,Los Angeles,Health Net of California,"197,008",None,None
2017-12,Dental,Sacramento,Health Net of California Dental,"130,022",None,None
2017-12,Dental,Los Angeles,Liberty Dental Plan of CA (LA),"66,071",None,None
2017-12,Dental,Sacramento,Liberty Dental Plan of CA/Sacto,"163,022",None,None
2017-12,Geographic Managed Care,Sacramento,Anthem Blue Cross Partnership Plan/Sac,"182,215",None,None
2017-12,Geographic Managed Care,San Diego ,Care 1st Healthplan (SD),"85,800",None,None
2017-12,Geographic Managed Care,San Diego ,Comm Hlth Grp/San Diego,"283,068",None,None
2017-12,Geographic Managed Care,Sacramento,Health Net/Sac,"114,444",None,None
2017-12,Geographic Managed Care,San Diego ,Health Net/San Diego,"77,115",None,None
2017-12,Geographic Managed Care,Sacramento,Kaiser Foundation/Sac,"85,077",None,None
2017-12,Geographic Managed Care,San Diego ,Kaiser/San Diego,"52,426",None,None
2017-12,Geographic Managed Care,Sacramento,Molina Healthcare of California/Sacramento,"59,883",None,None
2017-12,Geographic Managed Care,San Diego ,Molina Healthcare of California/San Diego,"231,487",None,None
2017-12,Geographic Managed Care,Sacramento,UnitedHealthcare Community Plan of California/Sacto,872,None,None
2017-12,Geographic Managed Care,San Diego ,UnitedHealthcare Community Plan of California/San Diego,677,None,None
2017-12,Imperial Model,Imperial,California Health & Wellness/Imperial,"61,617",None,None
2017-12,Imperial Model,Imperial,Molina Healthcare of California/Imperial,"15,290",None,None
2017-12,PACE,Orange,CalOPTIMA PACE,235,None,None
2017-12,PACE,Fresno,Central Valley Medical Services Corp.,410,None,None
2017-12,PACE,Humboldt,"Humboldt Senior Resources Center, Inc.",136,None,None
2017-12,PACE,Riverside,InnovAge PACE/Riverside,118,None,None
2017-12,PACE,San Bernardino,InnovAge PACE/San Bernardino,333,None,None
2017-12,PACE,Santa Clara,OnLok Lifeways,229,None,None
2017-12,PACE,Alameda,OnLok Senior Hlth dba OnLok Lifeways/Alameda,217,None,None
2017-12,PACE,San Francisco,OnLok Senior Hlth dba OnLok Lifeways/San Fran,993,None,None
2017-12,PACE,San Diego ,San Diego PACE,256,None,None
2017-12,PACE,San Diego ,St. Paul's PACE,699,None,None
2017-12,Primary Care Case Mgmt,Los Angeles,AIDS HlthCare Found/ LA,672,None,None
2017-12,Regional,Alpine,Anthem Blue Cross Partnership Plan/Alpine,137,None,None
2017-12,Regional,Amador,Anthem Blue Cross Partnership Plan/Amador,"5,358",None,None
2017-12,Regional,Butte,Anthem Blue Cross Partnership Plan/Butte,"28,593",None,None
2017-12,Regional,Calaveras,Anthem Blue Cross Partnership Plan/Calaveras,"3,809",None,None
2017-12,Regional,Colusa,Anthem Blue Cross Partnership Plan/Colusa,"4,739",None,None
2017-12,Regional,El Dorado,Anthem Blue Cross Partnership Plan/El Dorado,"8,777",None,None
2017-12,Regional,Glenn,Anthem Blue Cross Partnership Plan/Glenn,"3,626",None,None
2017-12,Regional,Inyo,Anthem Blue Cross Partnership Plan/Inyo,"1,989",None,None
2017-12,Regional,Mariposa,Anthem Blue Cross Partnership Plan/Mariposa,"3,006",None,None
2017-12,Regional,Mono,Anthem Blue Cross Partnership Plan/Mono,"1,659",None,None
2017-12,Regional,Nevada,Anthem Blue Cross Partnership Plan/Nevada,"12,465",None,None
2017-12,Regional,Placer,Anthem Blue Cross Partnership Plan/Placer,"30,335",None,None
2017-12,Regional,Plumas,Anthem Blue Cross Partnership Plan/Plumas,"2,636",None,None
2017-12,Regional,Sierra,Anthem Blue Cross Partnership Plan/Sierra,393,None,None
2017-12,Regional,Sutter,Anthem Blue Cross Partnership Plan/Sutter,"22,051",None,None
2017-12,Regional,Tehama,Anthem Blue Cross Partnership Plan/Tehama,"9,368",None,None
2017-12,Regional,Tuolumne,Anthem Blue Cross Partnership Plan/Tuolumne,"5,054",None,None
2017-12,Regional,Yuba,Anthem Blue Cross Partnership Plan/Yuba,"16,988",None,None
2017-12,Regional,Alpine,California Health & Wellness/Alpine,92,None,None
2017-12,Regional,Amador,California Health & Wellness/Amador,"1,070",None,None
2017-12,Regional,Butte,California Health & Wellness/Butte,"37,768",None,None
